"Pathway1 KEGG","Pathway2 KEGG","Connecting reactions","Connection metabolites"
"map01100","map00533","",""
"map01100","map00521","R01183|R01187|R02328|R02777|R06513|R06514|R07324","C00137|C00003|C00691|C00004|C00080|C04006|C00001|C00009|C00459|C00103|C00013|C00842|C03319|C00006|C00688|C00005|C11907|C00092"
"map01100","map00524","R05705|R05706","C01847|C00003|C00061|C00004|C00080|C00006|C00005"
"map01100","map00130","R00734|R01301|R01302|R01616|R01717|R02253|R02521|R04030|R04031|R04985|R04993|R05000|R05617|R06858|R06859|R07236|R07262|R07263|R07500|R07501|R07502|R07503|R07504|R07508|R08165|R08166|R08768|R08769|R08770|R08771|R08772|R08773|R08774|R08775|R08781","C00082|C00026|C01179|C00025|C02949|C00001|C00156|C00010|C00022|C00251|C00002|C00811|C00020|C00013|C00223|C00885|C00423|C00007|C00005|C00080|C00006|C00544|C00011|C02730|C03160|C05817|C05807|C05848|C05818|C00019|C00828|C00021|C05847|C03657|C04146|C05427|C13309|C02059|C02483|C02477|C15547|C15882|C15883|C14151|C14152|C16519|C17551|C17552|C17554|C17559|C17560|C17561|C17562|C00399"
"map01100","map00121","",""
"map01100","map00562","R00705|R00706|R01015|R01183|R01186|R01187|R01802|R02782|R03361|R03362|R03363|R03393|R03394|R03427|R03429|R03430|R03433|R03435|R03469|R03478|R04372|R04404|R05202|R05378|R05661|R05795|R07299|R07324|R08503|R08603","C00222|C00010|C00003|C00024|C00011|C00004|C00080|C00006|C00005|C00118|C00111|C00137|C00691|C03546|C00001|C00009|C04006|C00269|C00055|C01194|C04287|C00002|C00008|C01277|C04549|C01220|C01245|C01243|C04063|C04477|C01272|C04637|C00641|C01284|C01204|C06893|C06892|C11554|C00092|C16737"
"map01100","map00523","R02328|R02777|R06513|R06514","C00459|C00103|C00013|C00842|C03319|C00006|C00688|C00005|C00080|C11907|C00001"
"map01100","map00514","",""
"map01100","map00260","R00220|R00364|R00366|R00372|R00480|R00565|R00582|R00585|R00588|R00610|R00611|R00751|R00830|R00945|R00996|R01001|R01022|R01290|R01388|R01392|R01466|R01513|R01514|R01518|R01565|R01566|R01771|R01773|R01775|R01800|R01883|R02291|R02565|R02566|R02722|R02821|R03425|R04125|R04173|R06171|R06977|R06978|R06979|R08211|R08557|R08558|R08572|R09800|R09801","C00065|C00022|C00014|C00037|C00001|C00125|C00048|C00126|C00080|C00007|C00027|C00026|C00025|C00002|C00049|C00008|C03082|C00062|C00077|C00581|C01005|C00009|C00168|C00041|C00213|C00067|C04253|C04570|C00188|C00084|C00091|C00430|C00010|C00011|C00143|C00101|C00109|C02291|C00097|C00114|C00576|C00155|C00258|C00003|C00004|C00006|C00005|C01102|C00197|C03232|C00631|C01026|C00300|C00086|C00263|C00441|C00269|C00055|C02737|C00019|C00021|C00719|C03506|C00078|C00118|C00073|C02051|C01242|C02972|C05519|C03283|C00024|C06442|C06231|C19929|C00033"
"map01100","map00232","R07917|R07918|R07919|R07920|R07939|R07940|R07943|R07945|R07954|R07955|R07956|R07959|R07960|R07967|R07968|R07969|R07970|R07971|R07972|R07973|R07974|R07975|R07976|R07977","C00019|C01762|C00021|C16352|C00001|C16353|C00121|C07480|C07481|C00005|C00007|C00080|C13747|C00006|C00067|C16365|C16358|C16356|C00004|C00003|C16357|C00385|C07130|C00027"
"map01100","map00062","R01177|R01274|R01278|R03776|R03778|R03856|R03858|R03989|R03991|R04170|R04737|R04738|R04739|R04740|R04741|R04742|R04743|R04744|R04745|R04746|R04747|R04748|R04749|R04753|R06985","C00024|C00136|C00010|C05269|C00154|C00001|C00249|C00006|C05272|C00005|C00080|C01944|C05276|C05265|C01832|C03221|C05261|C02593|C05273|C05259|C05262|C05258|C00003|C00004|C05260|C05263|C05274|C05264|C05275|C05266|C05267|C05270|C05268|C05271"
"map01100","map00780","R01074|R01077|R01078|R03182|R03209|R03210|R03231|R04869|R05145|R09543|R09725|R10115|R10116|R10117|R10118|R10119|R10120|R10121|R10122|R10123|R10124|R10127","C00002|C00120|C00013|C05921|C05552|C00001|C00047|C01909|C17023|C00019|C05359|C00080|C00073|C05198|C01037|C00011|C00008|C00009|C02656|C00010|C00020|C01063|C00041|C01092|C04425|C00012|C06250|C06249|C01209|C00021|C19673|C19846|C19845|C00132|C20372|C00229|C00005|C20373|C00006|C20374|C20375|C20376|C20377|C20378|C20683|C02745|C00007|C15596|C02869|C20386"
"map01100","map00330","R00005|R00131|R00149|R00178|R00239|R00243|R00248|R00253|R00256|R00259|R00471|R00551|R00552|R00557|R00565|R00566|R00667|R00669|R00670|R00707|R00708|R00774|R01086|R01152|R01154|R01156|R01157|R01248|R01251|R01252|R01253|R01255|R01398|R01416|R01563|R01566|R01881|R01883|R01920|R01954|R01987|R01989|R01990|R02282|R02283|R02649|R02869|R02922|R03177|R03178|R03187|R03291|R03293|R03295|R03313|R03314|R03443|R04025|R04444|R04445|R05050|R05052|R05053|R07414|R07415|R07417|R07418|R07419|R07420|R08197","C01010|C00001|C00011|C00014|C00086|C00002|C00008|C00009|C00169|C00019|C00080|C01137|C00025|C03287|C00003|C00026|C00004|C00006|C00005|C00064|C00024|C00010|C00624|C05946|C00022|C00048|C00062|C00077|C00327|C00007|C00533|C00037|C00581|C00179|C01165|C00437|C00033|C00134|C03912|C00288|C03406|C00122|C00436|C02714|C00148|C01157|C00042|C15602|C15603|C00763|C01043|C00213|C00300|C02305|C00021|C00170|C00315|C00049|C00020|C00013|C00334|C02946|C01035|C01250|C04133|C00750|C00791|C02565|C02647|C03771|C04281|C00016|C01352|C05936|C00027|C05947|C00402|C00036|C15699|C15700|C15767|C00041"
"map01100","map00472","R00567|R00672|R02457|R02458|R02459","C00062|C00792|C00077|C00515|C00001|C00007|C01110|C00014|C00027|C00086|C00161|C00405"
"map01100","map00280","R00238|R00833|R00927|R00935|R01088|R01090|R01214|R01360|R01434|R01859|R01978|R02085|R02197|R02199|R02661|R02662|R02765|R03172|R03174|R04095|R04097|R04138|R04203|R04204|R04224|R05064|R05066|R07599|R07600|R07601|R07602|R07603|R07604|R07618|R08566|R08567","C00024|C00010|C00332|C01213|C00091|C00100|C03344|C06002|C00003|C00011|C00004|C00080|C00123|C00001|C00233|C00014|C00026|C00025|C00183|C00141|C00356|C00164|C00002|C00288|C00008|C00009|C00683|C03231|C00407|C00007|C00671|C00027|C00630|C00028|C03460|C00030|C15973|C15977|C15980|C03345|C15979|C02939|C00016|C03069|C01352|C15975|C04405|C06000|C06001|C00068|C15976|C15972|C15974|C15978|C00139|C00138"
"map01100","map00290","R00226|R00994|R00996|R01088|R01090|R01213|R01214|R01215|R01434|R01652|R02199|R03896|R03898|R03968|R04001|R04426|R04440|R04441|R05068|R05069|R05070|R05071|R07399|R08648","C06010|C00011|C00022|C00109|C00004|C00080|C06032|C00003|C00188|C00014|C00123|C00001|C00233|C00026|C00025|C02504|C00010|C00024|C00141|C00183|C00041|C04236|C00407|C00671|C02612|C02226|C02631|C04411|C04272|C00006|C04181|C00005|C06007|C14463|C06006"
"map01100","map00770","R00130|R00489|R00905|R00977|R00978|R01214|R01226|R02269|R02472|R02473|R02474|R03018|R03035|R03036|R03269|R04230|R04231|R09378|R09379","C00002|C00882|C00008|C00010|C00049|C00099|C00011|C02642|C00001|C00014|C00429|C00003|C00106|C00004|C00080|C00006|C00005|C00183|C00026|C00141|C00025|C00143|C00101|C00966|C00522|C00020|C00013|C00864|C03492|C01134|C04352|C00097|C00063|C00055|C18911"
"map01100","map00380","R00238|R00677|R00678|R00684|R00685|R00987|R01814|R01937|R01938|R01956|R01959|R01960|R01974|R01975|R02488|R02665|R02668|R02678|R02701|R02908|R02911|R03026|R03130|R03889|R04293|R04323|R04903|R04904|R10180|R10181","C00024|C00010|C00332|C00078|C00001|C00007|C00331|C00014|C00027|C02700|C00026|C00025|C00398|C00011|C00328|C00108|C00041|C00272|C00643|C00268|C00322|C00003|C02220|C00004|C00080|C00006|C00005|C01252|C00058|C03227|C00637|C01144|C00527|C04253|C00877|C04570|C00632|C04409|C00954|C00780|C05634|C00978|C00019|C00021|C01598|C03824|C03722|C05635|C00022"
"map01100","map00740","R00066|R00161|R00425|R00549|R03458|R03459|R04457|R05705|R05706|R07280|R07281|R07306|R08574|R09083|R09374|R09375|R09377","C04332|C00255|C04732|C00002|C00061|C00013|C00016|C00044|C00001|C00058|C01304|C00008|C04454|C00006|C01268|C00005|C00080|C00014|C15556|C00009|C01847|C00003|C00004|C00199|C15563|C00063|C00112|C00007|C03114|C00279|C18910"
"map01100","map00350","R00031|R00045|R00713|R00714|R00729|R00731|R00734|R00737|R01085|R01364|R01815|R02078|R02080|R02518|R02519|R02520|R02521|R02532|R02533|R02534|R02535|R02655|R02656|R02657|R02919|R02920|R02962|R03181|R03208|R03300|R03302|R03304|R03539|R03672|R03673|R03674|R03868|R03953|R03973|R04300|R04301|R04880|R04881|R04882|R04883|R04884|R04886|R04887|R04888|R04889|R04890|R04891|R04892|R04893|R04894|R06612|R08965|R09254","C00007|C00082|C00355|C00822|C00001|C00232|C00003|C00042|C00004|C00080|C00006|C00005|C01179|C00014|C00027|C00026|C00025|C00811|C02514|C00122|C00022|C00164|C01061|C00272|C00268|C03758|C00011|C00544|C05585|C01036|C00547|C05577|C00019|C00021|C00788|C05589|C00072|C05422|C00628|C02167|C00218|C05588|C05604|C01060|C01829|C02218|C04043|C01161|C05582|C05590|C02515|C01382|C01693|C04185|C05578|C02465|C05587|C05576|C05594|C05580|C05579|C17937|C05584|C05581|C05583|C17938|C00041"
"map01100","map00240","R00156|R00158|R00377|R00378|R00442|R00443|R00512|R00513|R00516|R00517|R00570|R00571|R00573|R00575|R00662|R00905|R00962|R00964|R00965|R00966|R00967|R00968|R00970|R00974|R00977|R00978|R01397|R01414|R01415|R01548|R01549|R01567|R01570|R01663|R01665|R01667|R01668|R01867|R01868|R01869|R01870|R01876|R01878|R01880|R01993|R02022|R02024|R02091|R02093|R02094|R02096|R02097|R02098|R02100|R02101|R02137|R02269|R02296|R02325|R02326|R02327|R02331|R02332|R02371|R02372|R03055|R04666|R06613|R09289|R09936|R09947|R09982|R09983","C00002|C00015|C00008|C00075|C00105|C00458|C00039|C00013|C00459|C00063|C00046|C00055|C00112|C00475|C00044|C00035|C00014|C00009|C00064|C00001|C00025|C00288|C00169|C02642|C00099|C00011|C00081|C00104|C00299|C01103|C00106|C00119|C00380|C00429|C00003|C00004|C00080|C00006|C00005|C00049|C00438|C00906|C00178|C00131|C00206|C00214|C00364|C00672|C00239|C00365|C00705|C00337|C00122|C00295|C00042|C15602|C15603|C00620|C00286|C00361|C00343|C00342|C00363|C01346|C00460|C00143|C00415|C00121|C05100|C05145|C00101|C01013|C00222|C01847|C00007|C20231|C00061|C20249|C01563|C20253"
"map01100","map00051","R00866|R00867|R00875|R00877|R00878|R00883|R00885|R00888|R01015|R01070|R01326|R01787|R01818|R01819|R01951|R02568|R02630|R03161|R03232|R04779|R04780|R05692","C00002|C00095|C00008|C01094|C05345|C00794|C00003|C00004|C00080|C00159|C00267|C00035|C00636|C00009|C00096|C00044|C00013|C01222|C00001|C00118|C00111|C05378|C00275|C00006|C00005|C02985|C00325|C00577|C04261|C00615|C01019"
"map01100","map00512","R05907|R05908|R05909|R05910|R05911|R05912|R05913|R05914|R05915","C02189|G10611|G10619|G00023|G10609|G00024|G10610|G00028|G00031|G10616|G10621|G00035|G00025|G00026|G00027|G00029"
"map01100","map00196","",""
"map01100","map00920","R00508|R00509|R00529|R00530|R00531|R00586|R00858|R00859|R00861|R00897|R01288|R01777|R02021|R08553|R10151","C00053|C00001|C00224|C00009|C00002|C00008|C00059|C00013|C00020|C00065|C00024|C00979|C00010|C00283|C00006|C00094|C00005|C00080|C00139|C00138|C00028|C00030|C00097|C00033|C01118|C00155|C00042|C00091|C00263|C00342|C00343|C00054|C00016|C01352|C00320|C00125|C00126"
"map01100","map00195","",""
"map01100","map00010","R00200|R00229|R00235|R00341|R00431|R00658|R00703|R00710|R00711|R00726|R00746|R00754|R00755|R00959|R01015|R01058|R01061|R01063|R01070|R01196|R01512|R01516|R01518|R01662|R01786|R01788|R02189|R02739|R02740|R03321|R04779|R04780|R05198|R07159|R07618|R09084|R09085|R09127|R09532|R10860","C00002|C00022|C00008|C00074|C00033|C00010|C00024|C00009|C00020|C00013|C00036|C00011|C00044|C00035|C00631|C00001|C00186|C00003|C00004|C00080|C00084|C00006|C00005|C00081|C00104|C00469|C00068|C05125|C00103|C00668|C00118|C00111|C00197|C00236|C05378|C00138|C00139|C01159|C00267|C00404|C01172|C05345|C00125|C00126|C15973|C15972|C18233|C18234"
"map01100","map00460","R00483|R00485|R00945|R01267","C00002|C00049|C00014|C00020|C00013|C00152|C00001|C00143|C00037|C00101|C00065|C02512"
"map01100","map00072","R00238|R01360|R01361|R01366|R01978","C00024|C00010|C00332|C00356|C00164|C01089|C00003|C00004|C00080|C00207|C00011|C00001"
"map01100","map00620","R00196|R00199|R00200|R00206|R00207|R00212|R00214|R00216|R00217|R00228|R00229|R00230|R00238|R00271|R00315|R00320|R00341|R00342|R00343|R00344|R00345|R00431|R00472|R00703|R00710|R00711|R00726|R00742|R01082|R01196|R01213|R01447|R02164|R02320|R07618|R10343","C00186|C00125|C00022|C00126|C00080|C00002|C00001|C00020|C00074|C00009|C00008|C00013|C00007|C00227|C00027|C00011|C00024|C00058|C00010|C00149|C00003|C00004|C00006|C00005|C00036|C00084|C00033|C00332|C00026|C01251|C00288|C00044|C00035|C00048|C00081|C00104|C00083|C00122|C00138|C00139|C02504|C00141|C15602|C00042|C15603|C00201|C00454|C15973|C15972|C00091"
"map01100","map00450","R03595|R03599","C00002|C01528|C00001|C00020|C05172|C00009|C05688|C00030|C00041|C00028"
"map01100","map00640","R00233|R00238|R00405|R00432|R00705|R00706|R00740|R00742|R00744|R00833|R00907|R00908|R00926|R00935|R01354|R01366|R01449|R01608|R01859|R02765|R02963|R03045|R03158|R04432|R04919|R09097","C00083|C00024|C00011|C00010|C00332|C00002|C00042|C00008|C00009|C00091|C00044|C00035|C00222|C00003|C00004|C00080|C00006|C00005|C00288|C05989|C00001|C01213|C00041|C00022|C00099|C00026|C00025|C05983|C00020|C00100|C06002|C00163|C00013|C00164|C00207|C00827|C00186|C01013|C00683|C00894|C05668|C04253|C04570|C00479"
"map01100","map00250","R00093|R00114|R00149|R00243|R00248|R00253|R00256|R00258|R00261|R00355|R00357|R00369|R00396|R00397|R00400|R00483|R00485|R00487|R00488|R00490|R00575|R00578|R00707|R00708|R00713|R00714|R00768|R01072|R01083|R01086|R01135|R01397|R01648|R01954|R10178|R10677|R10678|R10687|R10688|R10693","C00025|C00003|C00064|C00026|C00004|C00080|C00006|C00005|C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00041|C00022|C00334|C00049|C00036|C00007|C00027|C00048|C00037|C00020|C00013|C00152|C00024|C00010|C01042|C00033|C00122|C00288|C03912|C00232|C00042|C00085|C00352|C03090|C00119|C03794|C03406|C00062|C00044|C00130|C00035|C00438|C00327|C00158|C20775|C12270|C20776"
"map01100","map00361","R03891|R03982|R04576|R05243|R05267|R05269|R05287|R05355|R05369|R05370|R05386|R05387|R05388|R05392|R05397|R05399|R05402|R05403|R05406|R05408|R05409|R05418|R05429|R05441|R05446|R05447|R05483|R05504|R05511|R06831|R06832|R06833|R06834|R06835|R06848|R06851|R06855","C02814|C00007|C02222|C02575|C00005|C00080|C03434|C00698|C00006|C00001|C04706|C04729|C06599|C00003|C06600|C00004|C01327|C00530|C00127|C06601|C00051|C06755|C00160|C06329|C06597|C06598|C07075|C06596|C07102|C07103|C07095|C07093|C07094|C07099|C07097|C02375|C07089|C07100|C07101|C00048|C07092|C02124|C01328|C06594|C00682|C12832|C12831|C12833|C12834|C12835|C12836|C00042"
"map01100","map00351","R04522|R05384|R05398|R05476|R05477|R05481|R05497","C04623|C04596|C01327|C06636|C06637|C00080|C05359|C06638|C00698|C00001|C06639|C06640"
"map01100","map00020","R00268|R00341|R00342|R00344|R00351|R00352|R00361|R00405|R00431|R00432|R00709|R00726|R00727|R01082|R01196|R01197|R01325|R01899|R01900|R02164|R02570|R07618|R10343","C05379|C00026|C00011|C00002|C00036|C00008|C00074|C00149|C00003|C00004|C00080|C00022|C00288|C00009|C00158|C00010|C00024|C00001|C15602|C15603|C00042|C00091|C00044|C00035|C00311|C00081|C00104|C00122|C00138|C00139|C00417|C00006|C00005|C15973|C16254|C15972|C00033"
"map01100","map00630","R00013|R00238|R00253|R00342|R00351|R00372|R00465|R00466|R00468|R00472|R00475|R00479|R00519|R00521|R00522|R00588|R00717|R00833|R00945|R01325|R01334|R01388|R01392|R01394|R01514|R01558|R01559|R01745|R01747|R01859|R01900|R01908|R01959|R02765|R03140","C00048|C01146|C00011|C00024|C00010|C00332|C00002|C00025|C00014|C00008|C00009|C00064|C00149|C00003|C00036|C00004|C00080|C00158|C00001|C00037|C00026|C00160|C00006|C00005|C00007|C00209|C00027|C00313|C00311|C00042|C00058|C00798|C00065|C00168|C01213|C00091|C00143|C00101|C00417|C00988|C00258|C00197|C00020|C00013|C00100|C00288|C00683|C02700|C00328|C01182"
"map01100","map00720","R00134|R00199|R00206|R00230|R00235|R00237|R00238|R00267|R00315|R00342|R00344|R00345|R00352|R00354|R00405|R00740|R00742|R00833|R00943|R01082|R01196|R01197|R01220|R01322|R01325|R01655|R01859|R01900|R01975|R02164|R02765|R03026|R03045|R07168|R09280|R09281|R09289|R10782","C00058|C00006|C00011|C00005|C00080|C00002|C00022|C00001|C00020|C00074|C00009|C00013|C00024|C00010|C00227|C00033|C01011|C00332|C00311|C00026|C00008|C00149|C00003|C00036|C00004|C00288|C00158|C00566|C00042|C00091|C00222|C00083|C01213|C00101|C00234|C00122|C00138|C00139|C00143|C00445|C00417|C00100|C00683|C01144|C15602|C15603|C00877|C05668|C00894|C00440|C00232|C00989|C01013|C11062"
"map01100","map00621","R00228|R00750|R00818|R02601|R02602|R02606|R03462|R03966|R04223|R05239|R05263|R05264|R05360|R05361|R05365|R05411|R05413|R05414|R05415|R05434|R05439","C00084|C00010|C00003|C00024|C00004|C00080|C00022|C03589|C00805|C00007|C00090|C00011|C00001|C00596|C03453|C01273|C00180|C02526|C02501|C06589|C06588|C00005|C00006|C07731|C07734|C08062|C00108|C03569|C07733|C08060|C08061|C07729|C07732"
"map01100","map00364","R03932|R04101|R05276|R05451|R08100|R08109|R08110|R08112|R08113|R08115|R08116|R08121|R08122","C00002|C02370|C00010|C00020|C00013|C06387|C00001|C02949|C00698|C00080|C01327|C00006|C06671|C00005|C06670|C02359|C00004|C00007|C16482|C00003|C02364|C16479|C02371|C16480|C16473|C00011|C16474|C16476|C02222|C16487|C00090"
"map01100","map00626","R00818|R02941|R02968|R04115|R04117|R05136|R05137","C00805|C00007|C00004|C00080|C00090|C00011|C00003|C00001|C06202|C00829|C04314|C03012|C06204|C00022|C06203"
"map01100","map00140","R01454|R01836|R01837|R01838|R01840|R02211|R02213|R02215|R02216|R02219|R02351|R02352|R02353|R02356|R02501|R02723|R02834|R02836|R02843|R03087|R03089|R03262|R03263|R03326|R03327|R03783|R03851|R03933|R04681|R04682|R04759|R04761|R04845|R04846|R04847|R04854|R04855|R08516|R08517","C00187|C00007|C00080|C00662|C05500|C00001|C00667|C00535|C00003|C00280|C00004|C01227|C00006|C00005|C03024|C05290|C03161|C00410|C00030|C01176|C00028|C03205|C05479|C01953|C00468|C00058|C05297|C00951|C05300|C05294|C05502|C00735|C00762|C05488|C00138|C00139|C05295|C05141|C02140|C01124|C01780|C05138|C05501|C02373|C05480|C05484|C00084|C00033"
"map01100","map00120","R01463|R02794|R02797|R03718|R03719|R03720|R03974|R04263|R04806|R04807|R04809|R04810|R04811|R04812|R04813|R04817|R04818|R04819|R04823|R04824|R04825|R04826|R05835|R07296|R08733|R08734|R08735|R08738|R08739|R08740|R08743|R08758|R08759|R08760|R08761","C00187|C00007|C00005|C00080|C03594|C00006|C00001|C00002|C00695|C00010|C00020|C00013|C01794|C05122|C00245|C00037|C01921|C00100|C05467|C02528|C05337|C00003|C05455|C00004|C05452|C05444|C05454|C05446|C05447|C05448|C05449|C05450|C05460|C05451|C05453|C17339|C04722|C15613|C17343|C00028|C00030|C04554|C17345|C17346|C05445|C01301"
"map01100","map00650","R00212|R00226|R00238|R00261|R00713|R00714|R01171|R01174|R01175|R01176|R01179|R01196|R01360|R01361|R01644|R01648|R01688|R01975|R01976|R01978|R02164|R03026|R05336|R09280|R09281|R10178|R10343|R10782","C00024|C00058|C00010|C00022|C06010|C00011|C00332|C00025|C00334|C00232|C00003|C00001|C00042|C00004|C00080|C00006|C00005|C00136|C00877|C00009|C02527|C00016|C01352|C00002|C00246|C00020|C00013|C00033|C00138|C00139|C00356|C00164|C01089|C00989|C00026|C00008|C01144|C15602|C15603|C00122|C11062|C00091|C00041"
"map01100","map00623","R01293|R02675|R03560|R03608|R05294|R05575|R05584|R05587|R05588|R05598|R05599|R05666|R07663","C00633|C00003|C00001|C00156|C00004|C00080|C01468|C00139|C00138|C01455|C00007|C00005|C01542|C00006|C02923|C06677|C06730|C00094|C09819|C09820|C09817|C04253|C09818|C04570|C00010|C00512|C00091|C09816|C00042|C00122|C00059"
"map01100","map00310","R00238|R00447|R00462|R00715|R00716|R01171|R01939|R01940|R01975|R02201|R02203|R02204|R02205|R02313|R02315|R02488|R02571|R03026|R03102|R03103|R03378|R04175|R10270","C00024|C00010|C00332|C00047|C00007|C00001|C03239|C00014|C00027|C01672|C00011|C00449|C00003|C00026|C00004|C00080|C00006|C00005|C00136|C00877|C00956|C00322|C00025|C15972|C06157|C01144|C00408|C04092|C00450|C00016|C01352|C04076|C00527|C04253|C04570|C15973|C00044|C16741|C00035|C03366|C00009"
"map01100","map00061","R00742|R01280|R01624|R01626|R01706|R04014|R04355|R04428|R04429|R04430|R04533|R04534|R04535|R04536|R04537|R04543|R04544|R04566|R04568|R04724|R04725|R04726|R04952|R04953|R04954|R04955|R04956|R04957|R04958|R04959|R04960|R04961|R04962|R04963|R04964|R04965|R04966|R04967|R04968|R04969|R04970|R08157|R08158|R08159|R10700|R10707","C00002|C00024|C00288|C00008|C00009|C00083|C00249|C00010|C00020|C00154|C00013|C00229|C03939|C01209|C05764|C00001|C05223|C02679|C05744|C00011|C04618|C04246|C05745|C00003|C00004|C00080|C00006|C00005|C04619|C05753|C05754|C04620|C05750|C05751|C04633|C05762|C05763|C04688|C05759|C05760|C05758|C05746|C05747|C05748|C05749|C05752|C05755|C05756|C05757|C05761|C06423|C01571|C06424"
"map01100","map00600","R01281|R01494|R01497|R01498|R01500|R01891|R01926|R02541|R02978|R03354|R03355|R03617|R04017|R04921|R06516|R06517|R06519|R06525|R06526|R06527|R06528|R08969","C00154|C00065|C02934|C00010|C00011|C00195|C00001|C00162|C00319|C00029|C00015|C01190|C00031|C00052|C02686|C00307|C00055|C00550|C00002|C06124|C00008|C00588|C00836|C00006|C00005|C00080|C01290|C00124|C00053|C00054|C06125|C05673|C05681|C00346|C06123|C00040|C12126|C00030|C00007|C00028|C12144|C12145|C12146|C00157|C00641"
"map01100","map01040","R01274","C00154|C00001|C00010|C00249"
"map01100","map00905","R07427|R07428|R07429|R07430|R07431|R07444|R07448|R07449|R07450|R07451|R07454|R07466|R07467|R07468|R07469|R07470|R07471|R07473|R07474","C01789|C15784|C00003|C15785|C00004|C00080|C00005|C15786|C00006|C15789|C00007|C15790|C00001|C00030|C15791|C00028|C15792|C15798|C15799|C15800|C15802|C03024|C15803|C03161|C15794|C15787|C15788|C15793|C08814|C15801"
"map01100","map01058","",""
"map01100","map00511","",""
"map01100","map00860","R00036|R00084|R00310|R00830|R02272|R02864|R03165|R03194|R03197|R03220|R03222|R03845|R03877|R03947|R03948|R04109|R04148|R04237|R04594|R05149|R05150|R05177|R05180|R05181|R05217|R05218|R05219|R05220|R05221|R05222|R05223|R05224|R05225|R05226|R05227|R05578|R05618|R05807|R05808|R05809|R05810|R05812|R05814|R05815|R06265|R06266|R06267|R06268|R06269|R06270|R06271|R06282|R06284|R06529|R06558|R06895|R06896|R07302|R07772|R07773|R07774|R07775|R08203|R08204|R08716|R08914|R08915|R09066|R09067|R09068|R09069|R09070|R09071|R09489","C00430|C00931|C00001|C01024|C00014|C02191|C14818|C00032|C00080|C00091|C00037|C00010|C00011|C03741|C00748|C05778|C01051|C00019|C00021|C02463|C03263|C00007|C01079|C00027|C02139|C00006|C02880|C00005|C00002|C00305|C00008|C00009|C03516|C00003|C00004|C05772|C02987|C01641|C01185|C03114|C00253|C04778|C04536|C05775|C06319|C06408|C06320|C06399|C06406|C06407|C06416|C06504|C01847|C06505|C00061|C00033|C06506|C00536|C06508|C06509|C00044|C06510|C00013|C00194|C00144|C00064|C06503|C00025|C06507|C03194|C00175|C00020|C05306|C01389|C11538|C17401|C11539|C11540|C16242|C11542|C11543|C11545|C05773|C11829|C11830|C11831|C00028|C00030|C00139|C00138|C05427|C04122|C00035|C00073|C05198|C16243|C00084|C16244|C16540|C16541|C05307|C18151|C00828|C05819"
"map01100","map01055","R06513","C00842|C11907|C00001"
"map01100","map00331","",""
"map01100","map00231","",""
"map01100","map00510","R01003|R01005|R01006|R01009|R01018|R05969|R05970|R05972|R05973|R05976|R05979|R05980|R05981|R05982|R05983|R05984|R05985|R05986|R05987|R05988|R05989|R05990|R05991|R05992|R06127|R06128|R06238|R06258|R06259|R06260|R06261|R06262|R06263|R06264","C00110|C00001|C00381|C00009|C00029|C00015|C01246|C00031|C00096|C00035|C03862|C00063|C00112|C00043|C00105|G00001|G10610|G10619|G00002|G10614|G10620|G00003|G00004|C03021|G00008|C00621|G00009|G00171|G00010|G00011|C00159|G00012|G00013|G00014|G00015|G00019|G00020|G10615|G00016|G10609|G00017|G10616|G10621|G00018|G00021|G00022|G00005|G10526|G00006|G10617|G10622|G10595|G10596|G10597|G00007|G10618|G10598|G10599"
"map01100","map00513","R05970|R05972|R05973|R05976|R05982|R05983|R05984|R05985|R05987|R05988|R05989|R06127|R06128|R06238|R06258|R06260|R06261|R06722|R08599","G10610|G00001|G10619|G00002|G10614|G10620|G00003|G00004|C03021|G00008|C00621|G00009|C00001|G00011|C00159|G00012|G00013|G00014|G00015|G00020|G10615|G00016|G10609|G00017|G00005|G10526|G00006|G10617|G10622|G10595|G10596|G10597|G00007|G10694|G01813"
"map01100","map00531","R07805|R07806|R07807|R07808|R07809|R07810|R07811|R07812|R07813|R07814|R07815|R07816|R07817|R07818|R07819|R07820|R07821|R07822|R07823|R07824|R07825","C00573|C00001|G01945|C00059|G01977|C00124|G13073|G13074|C01132|G06780|G08421|C00925|G13034|G13035|C06472|G13036|G13037|C00024|C00010|G13038|C00140|G13039|G13040|C00191|G09660|G02632|C00426|G13041|G13042|G12336|G13043|C01074|G00872|C16265"
"map01100","map00601","R05971|R05975|R05977|R06006|R06021|R06024|R06025|R06026|R06029|R06031|R06033|R06075|R06095|R06153|R06155|R06156|R06162|R06163|R06164|R06165|R06167|R06168|R06187|R06189|R06197|R06198","G10610|G00092|G10619|G00036|G00050|G00066|G10609|G00037|G00077|G00078|G10615|G10620|G00055|G00060|G10616|G10621|G00062|G00052|G00057|G00058|G00067|G00063|G00056|G00047|G00046|G00044|G00042|G00043|G00045|G00039|G00040|G00048|G10611|G00054|G00059"
"map01100","map00603","R05960|R05962|R05964|R05965|R05967|R05968","G10609|G00092|G10619|G00093|G10611|G00094|G00097|G00095|G10616|G10621|G00098|G10615|G10620|G00099"
